A0A024RBG1,NUD4B_HUMAN
O15431,COPT1_HUMAN
O15432,COPT2_HUMAN
O15438,MRP3_HUMAN
O15439,MRP4_HUMAN
O15440,MRP5_HUMAN
O15444,CCL25_HUMAN
O15446,RPA34_HUMAN
O15457,MSH4_HUMAN
O15466,SIA8E_HUMAN
O15479,MAGB2_HUMAN
O15480,MAGB3_HUMAN
O15481,MAGB4_HUMAN
O15482,TEX28_HUMAN
O15488,GLYG2_HUMAN
O15496,PA2GX_HUMAN
O15499,GSC2_HUMAN
O15503,INSI1_HUMAN
O15504,NUP42_HUMAN
O15516,CLOCK_HUMAN
O15519,CFLAR_HUMAN
O15520,FGF10_HUMAN
O15522,NKX28_HUMAN
O15523,DDX3Y_HUMAN
O15524,SOCS1_HUMAN
O15529,GPR42_HUMAN
O15530,PDPK1_HUMAN
O15534,PER1_HUMAN
O15535,ZSC9_HUMAN
O15541,R113A_HUMAN
O15547,P2RX6_HUMAN
O15550,KDM6A_HUMAN
O15551,CLD3_HUMAN
O15552,FFAR2_HUMAN
O15553,MEFV_HUMAN
O43143,DHX15_HUMAN
O43147,SGSM2_HUMAN
O43148,MCES_HUMAN
O43149,ZZEF1_HUMAN
O43150,ASAP2_HUMAN
O43155,FLRT2_HUMAN
O43156,TTI1_HUMAN
O43159,RRP8_HUMAN
O43164,PJA2_HUMAN
O43166,SI1L1_HUMAN
O43167,ZBT24_HUMAN
O43169,CYB5B_HUMAN
O43172,PRP4_HUMAN
O43173,SIA8C_HUMAN
O43174,CP26A_HUMAN
O43181,NDUS4_HUMAN
O43182,RHG06_HUMAN
O43184,ADA12_HUMAN
O43186,CRX_HUMAN
O43187,IRAK2_HUMAN
O43189,PHF1_HUMAN
O43193,MTLR_HUMAN
O43194,GPR39_HUMAN
O43196,MSH5_HUMAN
O43237,DC1L2_HUMAN
O43240,KLK10_HUMAN
O43242,PSMD3_HUMAN
O43246,CTR4_HUMAN
O43247,TEX33_HUMAN
O43248,HXC11_HUMAN
O43255,SIAH2_HUMAN
O43257,ZNHI1_HUMAN
O43278,SPIT1_HUMAN
O43281,EFS_HUMAN
O43283,M3K13_HUMAN
O43286,B4GT5_HUMAN
O43290,SNUT1_HUMAN
O43291,SPIT2_HUMAN
O43293,DAPK3_HUMAN
O43294,TGFI1_HUMAN
O43295,SRGP3_HUMAN
O43296,ZN264_HUMAN
O43298,ZBT43_HUMAN
O43300,LRRT2_HUMAN
O43301,HS12A_HUMAN
O43303,CP110_HUMAN
O43304,S14L5_HUMAN
O43306,ADCY6_HUMAN
O43307,ARHG9_HUMAN
O43310,CTIF_HUMAN
O43312,MTSS1_HUMAN
O43313,ATMIN_HUMAN
O43314,VIP2_HUMAN
O43318,M3K7_HUMAN
O43323,DHH_HUMAN
O43345,ZN208_HUMAN
O43353,RIPK2_HUMAN
O43361,ZN749_HUMAN
O43364,HXA2_HUMAN
O43365,HXA3_HUMAN
O43379,WDR62_HUMAN
O43390,HNRPR_HUMAN
O43395,PRPF3_HUMAN
O43399,TPD54_HUMAN
O43405,COCH_HUMAN
O43414,ERI3_HUMAN
O43422,P52K_HUMAN
O43424,GRID2_HUMAN
O43426,SYNJ1_HUMAN
O43432,IF4G3_HUMAN
O43435,TBX1_HUMAN
O43439,MTG8R_HUMAN
O43448,KCAB3_HUMAN
O43451,MGA_HUMAN
O43462,MBTP2_HUMAN
O43464,HTRA2_HUMAN
O43482,MS18B_HUMAN
O43488,ARK72_HUMAN
O43490,PROM1_HUMAN
O43491,E41L2_HUMAN
O43497,CAC1G_HUMAN
O43505,B4GA1_HUMAN
O43506,ADA20_HUMAN
O43508,TNF12_HUMAN
O43511,S26A4_HUMAN
O43513,MED7_HUMAN
O43516,WIPF1_HUMAN
O43520,AT8B1_HUMAN
O43521,B2L11_HUMAN
O43524,FOXO3_HUMAN
O43525,KCNQ3_HUMAN
O43526,KCNQ2_HUMAN
O43529,CHSTA_HUMAN
O43541,SMAD6_HUMAN
O43548,TGM5_HUMAN
O43555,GON2_HUMAN
O43556,SGCE_HUMAN
O43557,TNF14_HUMAN
O43559,FRS3_HUMAN
O43561,LAT_HUMAN
O43566,RGS14_HUMAN
O43567,RNF13_HUMAN
O43572,AKA10_HUMAN
O43581,SYT7_HUMAN
O43583,DENR_HUMAN
O43586,PPIP1_HUMAN
O43593,HAIR_HUMAN
O43597,SPY2_HUMAN
O43602,DCX_HUMAN
O43603,GALR2_HUMAN
O43609,SPY1_HUMAN
O43610,SPY3_HUMAN
O43612,OREX_HUMAN
O43613,OX1R_HUMAN
O43614,OX2R_HUMAN
O43615,TIM44_HUMAN
O43623,SNAI2_HUMAN
O43633,CHM2A_HUMAN
O43638,FOXS1_HUMAN
O43639,NCK2_HUMAN
O43660,PLRG1_HUMAN
O43663,PRC1_HUMAN
O43665,RGS10_HUMAN
O43670,ZN207_HUMAN
O43679,LDB2_HUMAN
O43680,TCF21_HUMAN
O43683,BUB1_HUMAN
O43688,PLPP2_HUMAN
O43692,PI15_HUMAN
O43699,SIGL6_HUMAN
O43707,ACTN4_HUMAN
O43709,BUD23_HUMAN
O43711,TLX3_HUMAN
O43719,HTSF1_HUMAN
O43734,CIKS_HUMAN
O43741,AAKB2_HUMAN
O43747,AP1G1_HUMAN
O43752,STX6_HUMAN
O43763,TLX2_HUMAN
O43765,SGTA_HUMAN
O43768,ENSA_HUMAN
O43781,DYRK3_HUMAN
O43790,KRT86_HUMAN
O43809,CPSF5_HUMAN
O43815,STRN_HUMAN
O43818,U3IP2_HUMAN
O43819,SCO2_HUMAN
O43822,CF410_HUMAN
O43823,AKAP8_HUMAN
O43824,GTPB6_HUMAN
O43825,B3GT2_HUMAN
O43829,ZBT14_HUMAN
O43837,IDH3B_HUMAN
O43847,NRDC_HUMAN
O43852,CALU_HUMAN
O43861,ATP9B_HUMAN
O43865,SAHH2_HUMAN
O43868,S28A2_HUMAN
O43889,CREB3_HUMAN
O43896,KIF1C_HUMAN
O43897,TLL1_HUMAN
O43900,PRIC3_HUMAN
O43903,GAS2_HUMAN
O43908,NKG2F_HUMAN
O43909,EXTL3_HUMAN
O43914,TYOBP_HUMAN
O43915,VEGFD_HUMAN
O43918,AIRE_HUMAN
O43921,EFNA2_HUMAN
O43933,PEX1_HUMAN
O60216,RAD21_HUMAN
O60224,SSX4_HUMAN
O60225,SSX5_HUMAN
O60231,DHX16_HUMAN
O60232,ZNRD2_HUMAN
O60237,MYPT2_HUMAN
O60238,BNI3L_HUMAN
O60239,3BP5_HUMAN
O60240,PLIN1_HUMAN
O60241,AGRB2_HUMAN
O60242,AGRB3_HUMAN
O60244,MED14_HUMAN
O60245,PCDH7_HUMAN
O60248,SOX15_HUMAN
O60258,FGF17_HUMAN
O60260,PRKN_HUMAN
O60264,SMCA5_HUMAN
O60266,ADCY3_HUMAN
O60268,K0513_HUMAN
O60269,GRIN2_HUMAN
O60271,JIP4_HUMAN
O60279,SUSD5_HUMAN
O60281,ZN292_HUMAN
O60282,KIF5C_HUMAN
O60284,ST18_HUMAN
O60285,NUAK1_HUMAN
O60287,NPA1P_HUMAN
O60290,ZN862_HUMAN
O60291,MGRN1_HUMAN
O60292,SI1L3_HUMAN
O60293,ZC3H1_HUMAN
O60296,TRAK2_HUMAN
O60299,LZTS3_HUMAN
O60303,K0556_HUMAN
O60304,ZN500_HUMAN
O60306,AQR_HUMAN
O60307,MAST3_HUMAN
O60308,CE104_HUMAN
O60309,L37A3_HUMAN
O60312,AT10A_HUMAN
O60313,OPA1_HUMAN
O60315,ZEB2_HUMAN
O60318,GANP_HUMAN
O60320,F1891_HUMAN
O60331,PI51C_HUMAN
O60333,KIF1B_HUMAN
O60336,MABP1_HUMAN
O60337,MARH6_HUMAN
O60341,KDM1A_HUMAN
O60343,TBCD4_HUMAN
O60346,PHLP1_HUMAN
O60347,TBC12_HUMAN
O60353,FZD6_HUMAN
O60356,NUPR1_HUMAN
O60359,CCG3_HUMAN
O60381,HBP1_HUMAN
O60383,GDF9_HUMAN
O60391,NMD3B_HUMAN
O60393,NOBOX_HUMAN
O60422,ONEC3_HUMAN
O60423,AT8B3_HUMAN
O60447,EVI5_HUMAN
O60462,NRP2_HUMAN
O60469,DSCAM_HUMAN
O60476,MA1A2_HUMAN
O60478,G137B_HUMAN
O60479,DLX3_HUMAN
O60481,ZIC3_HUMAN
O60486,PLXC1_HUMAN
O60487,MPZL2_HUMAN
O60488,ACSL4_HUMAN
O60496,DOK2_HUMAN
O60499,STX10_HUMAN
O60500,NPHN_HUMAN
O60502,OGA_HUMAN
O60503,ADCY9_HUMAN
O60504,VINEX_HUMAN
O60506,HNRPQ_HUMAN
O60507,TPST1_HUMAN
O60508,PRP17_HUMAN
O60512,B4GT3_HUMAN
O60513,B4GT4_HUMAN
O60516,4EBP3_HUMAN
O60522,TDRD6_HUMAN
O60524,NEMF_HUMAN
O60542,PSPN_HUMAN
O60548,FOXD2_HUMAN
O60551,NMT2_HUMAN
O60563,CCNT1_HUMAN
O60565,GREM1_HUMAN
O60566,BUB1B_HUMAN
O60568,PLOD3_HUMAN
O60573,IF4E2_HUMAN
O60583,CCNT2_HUMAN
O60609,GFRA3_HUMAN
O60610,DIAP1_HUMAN
O60641,AP180_HUMAN
O60658,PDE8A_HUMAN
O60663,LMX1B_HUMAN
O60664,PLIN3_HUMAN
O60667,FAIM3_HUMAN
O60669,MOT2_HUMAN
O60673,REV3L_HUMAN
O60674,JAK2_HUMAN
O60675,MAFK_HUMAN
O60678,ANM3_HUMAN
O60682,MUSC_HUMAN
O60684,IMA7_HUMAN
O60704,TPST2_HUMAN
O60706,ABCC9_HUMAN
O60711,LPXN_HUMAN
O60716,CTND1_HUMAN
O60721,NCKX1_HUMAN
O60729,CC14B_HUMAN
O60732,MAGC1_HUMAN
O60741,HCN1_HUMAN
O60749,SNX2_HUMAN
O60755,GALR3_HUMAN
O60759,CYTIP_HUMAN
O60763,USO1_HUMAN
O60765,Z354A_HUMAN
O60779,S19A2_HUMAN
O60784,TOM1_HUMAN
O60806,TBX19_HUMAN
O60812,HNRC1_HUMAN
O60814,H2B1K_HUMAN
O60825,F262_HUMAN
O60826,CCD22_HUMAN
O60828,PQBP1_HUMAN
O60829,PAGE4_HUMAN
O60830,TI17B_HUMAN
O60832,DKC1_HUMAN
O60840,CAC1F_HUMAN
O60841,IF2P_HUMAN
O60861,GAS7_HUMAN
O60869,EDF1_HUMAN
O60870,KIN17_HUMAN
O60882,MMP20_HUMAN
O60883,G37L1_HUMAN
O60884,DNJA2_HUMAN
O60885,BRD4_HUMAN
O60888,CUTA_HUMAN
O60890,OPHN1_HUMAN
O60895,RAMP2_HUMAN
O60902,SHOX2_HUMAN
O60907,TBL1X_HUMAN
O60909,B4GT2_HUMAN
O60927,PP1RB_HUMAN
O60930,RNH1_HUMAN
O60934,NBN_HUMAN
O60936,NOL3_HUMAN
O60939,SCN2B_HUMAN
O60941,DTNB_HUMAN
O60942,MCE1_HUMAN
O75019,LIRA1_HUMAN
O75027,ABCB7_HUMAN
O75030,MITF_HUMAN
O75037,KI21B_HUMAN
O75038,PLCH2_HUMAN
O75044,SRGP2_HUMAN
O75052,CAPON_HUMAN
O75054,IGSF3_HUMAN
O75056,SDC3_HUMAN
O75061,AUXI_HUMAN
O75063,XYLK_HUMAN
O75064,DEN4B_HUMAN
O75069,TMCC2_HUMAN
O75071,EFC14_HUMAN
O75074,LRP3_HUMAN
O75077,ADA23_HUMAN
O75078,ADA11_HUMAN
O75081,MTG16_HUMAN
O75084,FZD7_HUMAN
O75095,MEGF6_HUMAN
O75096,LRP4_HUMAN
O75106,AOC2_HUMAN
O75112,LDB3_HUMAN
O75113,N4BP1_HUMAN
O75116,ROCK2_HUMAN
O75121,MFA3L_HUMAN
O75122,CLAP2_HUMAN
O75128,COBL_HUMAN
O75129,ASTN2_HUMAN
O75132,ZBED4_HUMAN
O75140,DEPD5_HUMAN
O75143,ATG13_HUMAN
O75145,LIPA3_HUMAN
O75146,HIP1R_HUMAN
O75150,BRE1B_HUMAN
O75151,PHF2_HUMAN
O75152,ZC11A_HUMAN
O75153,CLU_HUMAN
O75154,RFIP3_HUMAN
O75155,CAND2_HUMAN
O75157,T22D2_HUMAN
O75159,SOCS5_HUMAN
O75161,NPHP4_HUMAN
O75164,KDM4A_HUMAN
O75167,PHAR2_HUMAN
O75170,PP6R2_HUMAN
O75173,ATS4_HUMAN
O75175,CNOT3_HUMAN
O75177,CREST_HUMAN
O75179,ANR17_HUMAN
O75182,SIN3B_HUMAN
O75185,AT2C2_HUMAN
O75190,DNJB6_HUMAN
O75204,TM127_HUMAN
O75208,COQ9_HUMAN
O75251,NDUS7_HUMAN
O75264,SIM24_HUMAN
O75290,Z780A_HUMAN
O75298,RTN2_HUMAN
O75311,GLRA3_HUMAN
O75319,DUS11_HUMAN
O75323,NIPS2_HUMAN
O75326,SEM7A_HUMAN
O75330,HMMR_HUMAN
O75333,TBX10_HUMAN
O75334,LIPA2_HUMAN
O75335,LIPA4_HUMAN
O75339,CILP1_HUMAN
O75351,VPS4B_HUMAN
O75354,ENTP6_HUMAN
O75355,ENTP3_HUMAN
O75360,PROP1_HUMAN
O75362,ZN217_HUMAN
O75363,BCAS1_HUMAN
O75364,PITX3_HUMAN
O75367,H2AY_HUMAN
O75376,NCOR1_HUMAN
O75379,VAMP4_HUMAN
O75381,PEX14_HUMAN
O75385,ULK1_HUMAN
O75386,TULP3_HUMAN
O75387,LAT3_HUMAN
O75388,GPR32_HUMAN
O75398,DEAF1_HUMAN
O75410,TACC1_HUMAN
O75417,DPOLQ_HUMAN
O75419,CDC45_HUMAN
O75420,GGYF1_HUMAN
O75425,MSPD3_HUMAN
O75426,FBX24_HUMAN
O75427,LRCH4_HUMAN
O75439,MPPB_HUMAN
O75444,MAF_HUMAN
O75446,SAP30_HUMAN
O75448,MED24_HUMAN
O75449,KTNA1_HUMAN
O75459,PAGE1_HUMAN
O75460,ERN1_HUMAN
O75461,E2F6_HUMAN
O75462,CRLF1_HUMAN
O75467,Z324A_HUMAN
O75469,NR1I2_HUMAN
O75473,LGR5_HUMAN
O75474,FRAT2_HUMAN
O75475,PSIP1_HUMAN
O75477,ERLN1_HUMAN
O75486,SUPT3_HUMAN
O75487,GPC4_HUMAN
O75489,NDUS3_HUMAN
O75494,SRS10_HUMAN
O75496,GEMI_HUMAN
O75509,TNR21_HUMAN
O75525,KHDR3_HUMAN
O75526,RMXL2_HUMAN
O75528,TADA3_HUMAN
O75530,EED_HUMAN
O75533,SF3B1_HUMAN
O75541,ZN821_HUMAN
O75553,DAB1_HUMAN
O75554,WBP4_HUMAN
O75563,SKAP2_HUMAN
O75564,JERKY_HUMAN
O75569,PRKRA_HUMAN
O75581,LRP6_HUMAN
O75582,KS6A5_HUMAN
O75586,MED6_HUMAN
O75592,MYCB2_HUMAN
O75593,FOXH1_HUMAN
O75603,GCM2_HUMAN
O75604,UBP2_HUMAN
O75607,NPM3_HUMAN
O75610,LFTY1_HUMAN
O75616,ERAL1_HUMAN
O75618,DEDD_HUMAN
O75626,PRDM1_HUMAN
O75628,REM1_HUMAN
O75629,CREG1_HUMAN
O75631,UPK3A_HUMAN
O75636,FCN3_HUMAN
O75638,CTAG2_HUMAN
O75643,U520_HUMAN
O75665,OFD1_HUMAN
O75674,TM1L1_HUMAN
O75676,KS6A4_HUMAN
O75683,SURF6_HUMAN
O75688,PPM1B_HUMAN
O75690,KRA58_HUMAN
O75691,UTP20_HUMAN
O75712,CXB3_HUMAN
O75717,WDHD1_HUMAN
O75747,P3C2G_HUMAN
O75752,B3GL1_HUMAN
O75762,TRPA1_HUMAN
O75764,TCEA3_HUMAN
O75781,PALM_HUMAN
O75783,RHBL1_HUMAN
O75791,GRAP2_HUMAN
O75794,CD123_HUMAN
O75807,PR15A_HUMAN
O75808,CAN15_HUMAN
O75815,BCAR3_HUMAN
O75820,ZN189_HUMAN
O75821,EIF3G_HUMAN
O75822,EIF3J_HUMAN
O75829,CNMD_HUMAN
O75840,KLF7_HUMAN
O75843,AP1G2_HUMAN
O75844,FACE1_HUMAN
O75845,SC5D_HUMAN
O75864,PPR37_HUMAN
O75871,CEAM4_HUMAN
O75880,SCO1_HUMAN
O75881,CP7B1_HUMAN
O75886,STAM2_HUMAN
O75888,TNF13_HUMAN
O75896,TUSC2_HUMAN
O75899,GABR2_HUMAN
O75900,MMP23_HUMAN
O75901,RASF9_HUMAN
O75907,DGAT1_HUMAN
O75908,SOAT2_HUMAN
O75909,CCNK_HUMAN
O75912,DGKI_HUMAN
O75914,PAK3_HUMAN
O75916,RGS9_HUMAN
O75920,SERF1_HUMAN
O75923,DYSF_HUMAN
O75925,PIAS1_HUMAN
O75928,PIAS2_HUMAN
O75940,SPF30_HUMAN
O75943,RAD17_HUMAN
O75949,F155B_HUMAN
O75952,CABYR_HUMAN
O75953,DNJB5_HUMAN
O75956,CDKA2_HUMAN
O75962,TRIO_HUMAN
O75969,AKAP3_HUMAN
O75970,MPDZ_HUMAN
O75971,SNPC5_HUMAN
O75973,C1QRF_HUMAN
O75976,CBPD_HUMAN
O75995,SASH3_HUMAN
O76009,KT33A_HUMAN
O76013,KRT36_HUMAN
O76014,KRT37_HUMAN
O76015,KRT38_HUMAN
O76021,RL1D1_HUMAN
O76024,WFS1_HUMAN
O76031,CLPX_HUMAN
O76039,CDKL5_HUMAN
O76041,NEBL_HUMAN
O76050,NEUL1_HUMAN
O76061,STC2_HUMAN
O76064,RNF8_HUMAN
O76070,SYUG_HUMAN
O76074,PDE5A_HUMAN
O76080,ZFAN5_HUMAN
O76081,RGS20_HUMAN
O76082,S22A5_HUMAN
O76083,PDE9A_HUMAN
O76090,BEST1_HUMAN
O76093,FGF18_HUMAN
O76094,SRP72_HUMAN
O76096,CYTF_HUMAN
O94759,TRPM2_HUMAN
O94761,RECQ4_HUMAN
O94762,RECQ5_HUMAN
O94763,RMP_HUMAN
O94766,B3GA3_HUMAN
O94768,ST17B_HUMAN
O94769,ECM2_HUMAN
O94776,MTA2_HUMAN
O94782,UBP1_HUMAN
O94804,STK10_HUMAN
O94806,KPCD3_HUMAN
O94810,RGS11_HUMAN
O94811,TPPP_HUMAN
O94812,BAIP3_HUMAN
O94817,ATG12_HUMAN
O94818,NOL4_HUMAN
O94819,KBTBB_HUMAN
O94823,AT10B_HUMAN
O94826,TOM70_HUMAN
O94830,DDHD2_HUMAN
O94842,TOX4_HUMAN
O94844,RHBT1_HUMAN
O94850,DEND_HUMAN
O94851,MICA2_HUMAN
O94855,SC24D_HUMAN
O94864,ST65G_HUMAN
O94868,FCSD2_HUMAN
O94874,UFL1_HUMAN
O94875,SRBS2_HUMAN
O94876,TMCC1_HUMAN
O94880,PHF14_HUMAN
O94885,SASH1_HUMAN
O94886,CSCL1_HUMAN
O94887,FARP2_HUMAN
O94888,UBXN7_HUMAN
O94892,ZN432_HUMAN
O94898,LRIG2_HUMAN
O94900,TOX_HUMAN
O94906,PRP6_HUMAN
O94907,DKK1_HUMAN
O94910,AGRL1_HUMAN
O94911,ABCA8_HUMAN
O94913,PCF11_HUMAN
O94915,FRYL_HUMAN
O94916,NFAT5_HUMAN
O94919,ENDD1_HUMAN
O94921,CDK14_HUMAN
O94923,GLCE_HUMAN
O94925,GLSK_HUMAN
O94929,ABLM3_HUMAN
O94933,SLIK3_HUMAN
O94941,RNF37_HUMAN
O94955,RHBT3_HUMAN
O94966,UBP19_HUMAN
O94967,WDR47_HUMAN
O94972,TRI37_HUMAN
O94973,AP2A2_HUMAN
O94979,SC31A_HUMAN
O94983,CMTA2_HUMAN
O94985,CSTN1_HUMAN
O94986,CE152_HUMAN
O94988,FA13A_HUMAN
O94989,ARHGF_HUMAN
O94991,SLIK5_HUMAN
O94992,HEXI1_HUMAN
O94993,SOX30_HUMAN
O95025,SEM3D_HUMAN
O95049,ZO3_HUMAN
O95067,CCNB2_HUMAN
O95069,KCNK2_HUMAN
O95070,YIF1A_HUMAN
O95071,UBR5_HUMAN
O95072,REC8_HUMAN
O95073,FSBP_HUMAN
O95076,ALX3_HUMAN
O95081,AGFG2_HUMAN
O95096,NKX22_HUMAN
O95104,SCAF4_HUMAN
O95125,ZN202_HUMAN
O95136,S1PR2_HUMAN
O95149,SPN1_HUMAN
O95150,TNF15_HUMAN
O95153,RIMB1_HUMAN
O95155,UBE4B_HUMAN
O95156,NXPH2_HUMAN
O95157,NXPH3_HUMAN
O95158,NXPH4_HUMAN
O95159,ZFPL1_HUMAN
O95163,ELP1_HUMAN
O95170,CDRT1_HUMAN
O95171,SCEL_HUMAN
O95178,NDUB2_HUMAN
O95180,CAC1H_HUMAN
O95183,VAMP5_HUMAN
O95185,UNC5C_HUMAN
O95196,CSPG5_HUMAN
O95197,RTN3_HUMAN
O95198,KLHL2_HUMAN
O95201,ZN205_HUMAN
O95202,LETM1_HUMAN
O95206,PCDH8_HUMAN
O95208,EPN2_HUMAN
O95210,STBD1_HUMAN
O95218,ZRAB2_HUMAN
O95219,SNX4_HUMAN
O95229,ZWINT_HUMAN
O95231,VENTX_HUMAN
O95232,LC7L3_HUMAN
O95235,KI20A_HUMAN
O95238,SPDEF_HUMAN
O95239,KIF4A_HUMAN
O95243,MBD4_HUMAN
O95248,MTMR5_HUMAN
O95249,GOSR1_HUMAN
O95251,KAT7_HUMAN
O95255,MRP6_HUMAN
O95256,I18RA_HUMAN
O95259,KCNH1_HUMAN
O95260,ATE1_HUMAN
O95263,PDE8B_HUMAN
O95267,GRP1_HUMAN
O95271,TNKS1_HUMAN
O95274,LYPD3_HUMAN
O95279,KCNK5_HUMAN
O95292,VAPB_HUMAN
O95297,MPZL1_HUMAN
O95319,CELF2_HUMAN
O95342,ABCBB_HUMAN
O95343,SIX3_HUMAN
O95359,TACC2_HUMAN
O95365,ZBT7A_HUMAN
O95373,IPO7_HUMAN
O95376,ARI2_HUMAN
O95377,CXB5_HUMAN
O95382,M3K6_HUMAN
O95389,CCN6_HUMAN
O95390,GDF11_HUMAN
O95391,SLU7_HUMAN
O95393,BMP10_HUMAN
O95395,GCNT3_HUMAN
O95398,RPGF3_HUMAN
O95399,UTS2_HUMAN
O95400,CD2B2_HUMAN
O95402,MED26_HUMAN
O95405,ZFYV9_HUMAN
O95407,TNF6B_HUMAN
O95409,ZIC2_HUMAN
O95415,BRI3_HUMAN
O95416,SOX14_HUMAN
O95425,SVIL_HUMAN
O95428,PPN_HUMAN
O95429,BAG4_HUMAN
O95433,AHSA1_HUMAN
O95436,NPT2B_HUMAN
O95447,LCA5L_HUMAN
O95450,ATS2_HUMAN
O95452,CXB6_HUMAN
O95453,PARN_HUMAN
O95456,PSMG1_HUMAN
O95461,LARG1_HUMAN
O95466,FMNL1_HUMAN
O95473,SNG4_HUMAN
O95475,SIX6_HUMAN
O95477,ABCA1_HUMAN
O95478,NSA2_HUMAN
O95486,SC24A_HUMAN
O95487,SC24B_HUMAN
O95490,AGRL2_HUMAN
O95500,CLD14_HUMAN
O95502,NPTXR_HUMAN
O95503,CBX6_HUMAN
O95544,NADK_HUMAN
O95551,TYDP2_HUMAN
O95567,CV031_HUMAN
O95568,MET18_HUMAN
O95573,ACSL3_HUMAN
O95600,KLF8_HUMAN
O95602,RPA1_HUMAN
O95613,PCNT_HUMAN
O95622,ADCY5_HUMAN
O95625,ZBT11_HUMAN
O95628,CNOT4_HUMAN
O95630,STABP_HUMAN
O95639,CPSF4_HUMAN
O95644,NFAC1_HUMAN
O95665,NTR2_HUMAN
O95671,ASML_HUMAN
O95674,CDS2_HUMAN
O95677,EYA4_HUMAN
O95678,K2C75_HUMAN
O95684,FR1OP_HUMAN
O95685,PPR3D_HUMAN
O95696,BRD1_HUMAN
O95704,APBB3_HUMAN
O95707,RPP29_HUMAN
O95714,HERC2_HUMAN
O95721,SNP29_HUMAN
O95727,CRTAM_HUMAN
O95747,OXSR1_HUMAN
O95750,FGF19_HUMAN
O95751,LDOC1_HUMAN
O95754,SEM4F_HUMAN
O95757,HS74L_HUMAN
O95758,PTBP3_HUMAN
O95759,TBCD8_HUMAN
O95760,IL33_HUMAN
O95772,STR3N_HUMAN
O95782,AP2A1_HUMAN
O95786,DDX58_HUMAN
O95789,ZMYM6_HUMAN
O95793,STAU1_HUMAN
O95800,GPR75_HUMAN
O95803,NDST3_HUMAN
O95810,CAVN2_HUMAN
O95813,CER1_HUMAN
O95817,BAG3_HUMAN
O95819,M4K4_HUMAN
O95822,DCMC_HUMAN
O95831,AIFM1_HUMAN
O95835,LATS1_HUMAN
O95838,GLP2R_HUMAN
O95841,ANGL1_HUMAN
O95859,TSN12_HUMAN
O95863,SNAI1_HUMAN
O95866,G6B_HUMAN
O95872,GPAN1_HUMAN
O95873,CF047_HUMAN
O95876,FRITZ_HUMAN
O95881,TXD12_HUMAN
O95886,DLGP3_HUMAN
O95897,NOE2_HUMAN
O95900,TRUB2_HUMAN
O95905,ECD_HUMAN
O95907,MOT3_HUMAN
O95922,TTLL1_HUMAN
O95926,SYF2_HUMAN
O95931,CBX7_HUMAN
O95935,TBX18_HUMAN
O95936,EOMES_HUMAN
O95944,NCTR2_HUMAN
O95947,TBX6_HUMAN
O95948,ONEC2_HUMAN
O95972,BMP15_HUMAN
O95976,IGSF6_HUMAN
O95977,S1PR4_HUMAN
O95983,MBD3_HUMAN
O95985,TOP3B_HUMAN
O95990,F107A_HUMAN
O95994,AGR2_HUMAN
O95995,DRC4_HUMAN
O95996,APCL_HUMAN
O95997,PTTG1_HUMAN
O95999,BCL10_HUMAN
O96001,PPR17_HUMAN
O96004,HAND1_HUMAN
O96005,CLPT1_HUMAN
O96006,ZBED1_HUMAN
O96008,TOM40_HUMAN
O96013,PAK4_HUMAN
O96017,CHK2_HUMAN
O96018,APBA3_HUMAN
O96020,CCNE2_HUMAN
O96028,NSD2_HUMAN
P00367,DHE3_HUMAN
P00390,GSHR_HUMAN
P00403,COX2_HUMAN
P00451,FA8_HUMAN
P00519,ABL1_HUMAN
P00533,EGFR_HUMAN
P00540,MOS_HUMAN
P00742,FA10_HUMAN
P00748,FA12_HUMAN
P00973,OAS1_HUMAN
P01011,AACT_HUMAN
P01034,CYTC_HUMAN
P01042,KNG1_HUMAN
P01100,FOS_HUMAN
P01106,MYC_HUMAN
P01127,PDGFB_HUMAN
P01130,LDLR_HUMAN
P01135,TGFA_HUMAN
P01138,NGF_HUMAN
P01178,NEU1_HUMAN
P01189,COLI_HUMAN
P01210,PENK_HUMAN
P01213,PDYN_HUMAN
P01258,CALC_HUMAN
P01266,THYG_HUMAN
P01270,PTHY_HUMAN
P01275,GLUC_HUMAN
P01282,VIP_HUMAN
P01303,NPY_HUMAN
P01308,INS_HUMAN
P01344,IGF2_HUMAN
P01350,GAST_HUMAN
P01374,TNFB_HUMAN
P01375,TNFA_HUMAN
P01583,IL1A_HUMAN
P01584,IL1B_HUMAN
P01589,IL2RA_HUMAN
P01732,CD8A_HUMAN
P01833,PIGR_HUMAN
P02458,CO2A1_HUMAN
P02461,CO3A1_HUMAN
P02462,CO4A1_HUMAN
P02533,K1C14_HUMAN
P02538,K2C6A_HUMAN
P02545,LMNA_HUMAN
P02649,APOE_HUMAN
P02655,APOC2_HUMAN
P02671,FIBA_HUMAN
P02675,FIBB_HUMAN
P02686,MBP_HUMAN
P02730,B3AT_HUMAN
P02745,C1QA_HUMAN
P02747,C1QC_HUMAN
P02765,FETUA_HUMAN
P02775,CXCL7_HUMAN
P02776,PLF4_HUMAN
P02818,OSTCN_HUMAN
P03372,ESR1_HUMAN
P03928,ATP8_HUMAN
P03971,MIS_HUMAN
P04004,VTNC_HUMAN
P04035,HMDH_HUMAN
P04049,RAF1_HUMAN
P04066,FUCO_HUMAN
P04083,ANXA1_HUMAN
P04085,PDGFA_HUMAN
